,Date,Breed,Age,Sex,Altered,Borough,Zipcode
2873,January 30 2016,American Pitbull Terrier,11,M,TRUE,Bronx,10463
2874,February 09 2016,NA,NA,U,FALSE,Bronx,10462
2875,February 04 2016,Yorkshire Terrier,7,M,TRUE,Bronx,10453
2876,February 12 2016,NA,NA,U,FALSE,Bronx,10451
2877,February 10 2016,Chihuahua,7,F,FALSE,Bronx,10453
2878,February 16 2016,American Pitbull Terrier Mix,NA,M,FALSE,Bronx,10456
2879,February 14 2016,Boxer,NA,M,FALSE,Bronx,10456
2880,January 30 2016,German Shepherd,NA,U,FALSE,Bronx,10465
2881,February 16 2016,Siberian Husky,3,M,FALSE,Bronx,10465
2882,February 16 2016,American Pitbull Terrier,2,M,TRUE,Bronx,10465
2883,February 18 2016,Aust Terrier/ Yorkie,5,M,TRUE,Bronx,10460
2884,February 16 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10454
2885,February 19 2016,Dachshund/ Chihuahua,3,M,TRUE,Bronx,10457
2886,January 16 2016,American Pitbull Terrier,3,M,FALSE,Bronx,10475
2887,February 14 2016,NA,NA,U,FALSE,Bronx,NA
2888,February 20 2016,Siberian Husky,11,M,TRUE,Bronx,10461
2889,February 22 2016,Terrier,NA,U,FALSE,Bronx,10464
2890,February 19 2016,Shepherd,NA,U,FALSE,Bronx,NA
2891,February 25 2016,Shar-Pei/Pit Bull,2,F,TRUE,Bronx,10454
2892,February 23 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
2893,February 26 2016,NA,NA,U,FALSE,Bronx,NA
2894,February 17 2016,Rottweiler,2,M,FALSE,Bronx,10462
2895,March 04 2016,Chow Chow,5,M,FALSE,Bronx,10473
2896,March 04 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
2897,March 02 2016,Doberman Pinscher,NA,U,FALSE,Bronx,10468
2898,March 06 2016,NA,NA,U,FALSE,Bronx,10461
2899,March 06 2016,American Pitbull Terrier,1,M,TRUE,Bronx,NA
2900,March 01 2016,Standard Schnauzer,6,M,FALSE,Bronx,10461
2901,March 07 2016,Yorkshire Terrier,5,M,FALSE,Bronx,NA
2902,March 04 2016,Border Collie,0.583,M,TRUE,Bronx,NA
2903,February 29 2016,Chihuahua/Pug X,5,M,FALSE,Bronx,10468
2904,March 12 2016,NA,NA,U,FALSE,Bronx,NA
2905,March 09 2016,NA,NA,U,FALSE,Bronx,10467
2906,March 08 2016,Siberian Husky,NA,U,FALSE,Bronx,NA
2907,January 28 2016,Shar-Pei, Chinese,1,F,FALSE,Bronx,10456
2908,March 16 2016,Australian Sheep Dog,3,M,TRUE,Bronx,10461
2909,March 19 2016,Chow Chow,NA,U,FALSE,Bronx,10458
2910,March 13 2016,Chihuahua Mix,4,F,TRUE,Bronx,10458
2911,March 19 2016,NA,NA,U,FALSE,Bronx,NA
2912,March 18 2016,American Pitbull Terrier,1,M,FALSE,Bronx,10460
2913,March 16 2016,Husky,NA,U,FALSE,Bronx,10462
2914,March 10 2016,NA,2,M,FALSE,Bronx,NA
2915,March 17 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10467
2916,March 09 2016,American Pitbull Terrier,1,F,TRUE,Bronx,10468
2917,March 22 2016,American Pitbull Terrier,5,F,FALSE,Bronx,10454
2918,March 18 2016,Lab Mix,2,M,FALSE,Bronx,NA
2919,March 22 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10472
2920,March 23 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
2921,March 19 2016,Staffordshire Bull Terrier,4,F,FALSE,Bronx,10466
2922,March 22 2016,Lhasa Apso,7,M,TRUE,Bronx,10463
2923,March 24 2016,Shih Tzu,3,M,FALSE,Bronx,10466
2924,March 23 2016,American Pitbull Terrier,2,M,FALSE,Bronx,10457
2925,March 26 2016,American Staffordshire Terrier,6,M,FALSE,Bronx,10454
2926,March 23 2016,Staffordshire Bull Terrier,3,F,FALSE,Bronx,10469
2927,March 29 2016,American Pitbull Terrier,1,M,FALSE,Bronx,10460
2928,March 23 2016,Chihuahua Mix,2,M,TRUE,Bronx,NA
2929,March 26 2016,American Pitbull Terrier,6,M,FALSE,Bronx,10454
2930,March 26 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
2931,March 25 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10468
2932,March 28 2016,Poodle,NA,U,FALSE,Bronx,10468
2933,March 28 2016,Chihuahua,3,F,FALSE,Bronx,10468
2934,March 31 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10457
2935,March 26 2016,Poodle,0.167,M,FALSE,Bronx,10463
2936,March 30 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10456
2937,March 21 2016,Lhasa Apso,2,M,FALSE,Bronx,10466
2938,April 03 2016,American Pitbull Terrier,NA,F,TRUE,Bronx,10466
2939,April 02 2016,Cocker Spaniel,4,M,TRUE,Bronx,10452
2940,April 01 2016,NA,NA,U,FALSE,Bronx,10451
2941,April 02 2016,Chihuahua,1,M,TRUE,Bronx,10462
2942,April 02 2016,Shih Tzu,2,M,FALSE,Bronx,10457
2943,April 01 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
2944,April 07 2016,American Pitbull Terrier,1,F,FALSE,Bronx,10466
2945,April 06 2016,NA,NA,U,FALSE,Bronx,10456
2946,April 07 2016,Shih Tzu,NA,U,FALSE,Bronx,10462
2947,April 03 2016,American Staffordshire Terrier,NA,M,TRUE,Bronx,10466
2948,April 09 2016,NA,4,M,TRUE,Bronx,10462
2949,April 02 2016,American Pitbull Terrier,4,M,TRUE,Bronx,10454
2950,February 25 2016,American Pitbull Terrier,1,U,FALSE,Bronx,10467
2951,March 03 2016,Bull Mastiff,4,M,TRUE,Bronx,10459
2952,April 12 2016,Yorkshire Terrier,3,M,TRUE,Bronx,10461
2953,April 12 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10457
2954,April 14 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10462
2955,April 16 2016,Silky Terrier,14,F,TRUE,Bronx,10465
2956,April 17 2016,Shih Tzu,NA,U,FALSE,Bronx,NA
2957,April 15 2016,American Pitbull Terrier,5,F,TRUE,Bronx,NA
2958,April 17 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
2959,April 16 2016,Yorkshire Terrier Mix,0.271,M,FALSE,Bronx,10453
2960,April 16 2016,Chihuahua,7,M,TRUE,Bronx,10462
2961,April 15 2016,American Pitbull Terrier,6,M,FALSE,Bronx,10460
2962,April 18 2016,American Pitbull Terrier,3,U,TRUE,Bronx,10465
2963,April 20 2016,NA,NA,U,FALSE,Bronx,NA
2964,April 20 2016,American Pitbull Terrier,2,M,FALSE,Bronx,10452
2965,April 20 2016,Chihuahua,5,M,TRUE,Bronx,NA
2966,April 08 2016,American Pitbull Terrier,0.833,M,FALSE,Bronx,10407
2967,April 23 2016,NA,NA,U,FALSE,Bronx,10466
2968,April 23 2016,American Pitbull Terrier,1,M,TRUE,Bronx,NA
2969,April 24 2016,American Pitbull Terrier,5,M,TRUE,Bronx,10463
2970,April 22 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
2971,April 24 2016,German Shepherd,4,M,TRUE,Bronx,10459
2972,April 23 2016,Chihuahua,NA,U,FALSE,Bronx,10461
2973,April 25 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
2974,April 23 2016,NA,NA,U,FALSE,Bronx,10646
2975,April 27 2016,American Pitbull Terrier,5,M,FALSE,Bronx,10465
2976,April 28 2016,American Pitbull Terrier,3,M,FALSE,Bronx,10457
2977,April 23 2016,Beagle,10,F,FALSE,Bronx,10451
2978,April 29 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
2979,April 28 2016,NA,NA,U,FALSE,Bronx,10468
2980,April 20 2016,American Pitbull Terrier,1,M,FALSE,Bronx,10470
2981,May 01 2016,Shih Tzu,8,M,FALSE,Bronx,10470
2982,April 29 2016,NA,0.167,M,FALSE,Bronx,10456
2983,April 30 2016,American Pitbull Terrier,3,M,FALSE,Bronx,NA
2984,April 30 2016,American Pitbull Terrier,5,F,FALSE,Bronx,10456
2985,May 01 2016,Australian Shepherd,NA,U,FALSE,Bronx,10452
2986,April 28 2016,American Pitbull Terrier,3,F,FALSE,Bronx,10457
2987,May 01 2016,Chihuahua,1,M,FALSE,Bronx,10468
2988,April 28 2016,Yorkshire Terrier,6,M,TRUE,Bronx,10455
2989,April 26 2016,French Poodle,2,M,TRUE,Bronx,10456
2990,May 02 2016,Husky,0.5,M,TRUE,Bronx,10453
2991,May 01 2016,Chihuahua,NA,U,FALSE,Bronx,NA
2992,May 03 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10460
2993,May 05 2016,Rottweiler,2,M,TRUE,Bronx,10465
2994,May 04 2016,Lhasa Apso,6,M,TRUE,Bronx,NA
2995,May 07 2016,NA,NA,U,FALSE,Bronx,10456
2996,May 07 2016,American Pitbull Terrier,0.917,M,FALSE,Bronx,10458
2997,May 05 2016,Boston Terrier,NA,U,FALSE,Bronx,10461
2998,April 20 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10452
2999,March 10 2016,NA,NA,U,FALSE,Bronx,10458
3000,May 09 2016,American Pitbull Terrier,10,M,FALSE,Bronx,10451
3001,April 23 2016,Rottweiler,NA,U,FALSE,Bronx,10459
3002,May 08 2016,NA,NA,U,FALSE,Bronx,10468
3003,May 09 2016,NA,NA,U,FALSE,Bronx,NA
3004,May 08 2016,American Pitbull Terrier,3,M,TRUE,Bronx,10465
3005,May 07 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
3006,May 06 2016,NA,NA,U,FALSE,Bronx,NA
3007,April 30 2016,American Pitbull Terrier,9,M,TRUE,Bronx,10467
3008,April 30 2016,American Pitbull Terrier,1,M,TRUE,Bronx,10467
3009,May 10 2016,NA,NA,U,FALSE,Bronx,NA
3010,May 12 2016,Jack Russell Terrier,8,M,TRUE,Bronx,10461
3011,May 07 2016,Yorkshire Terrier,NA,U,FALSE,Bronx,NA
3012,May 12 2016,Bulldog,6,M,FALSE,Bronx,10469
3013,May 08 2016,American Pitbull Terrier,2,M,TRUE,Bronx,10465
3014,May 11 2016,Shih Tzu,9,F,FALSE,Bronx,10451
3015,May 12 2016,Husky,NA,U,FALSE,Bronx,NA
3016,May 14 2016,Alpaca,NA,U,FALSE,Bronx,10460
3017,May 13 2016,Chihuahua,NA,M,FALSE,Bronx,10453
3018,May 16 2016,NA,NA,U,FALSE,Bronx,10457
3019,May 08 2016,Cocker Spaniel,7,F,TRUE,Bronx,10472
3020,May 18 2016,Chihuahua,NA,U,FALSE,Bronx,10458
3021,May 18 2016,Shih Tzu,NA,U,FALSE,Bronx,NA
3022,May 20 2016,American Pitbull Terrier,3,M,FALSE,Bronx,10467
3023,May 22 2016,American Pitbull Terrier,3,M,FALSE,Bronx,10468
3024,May 20 2016,American Pitbull Terrier,2,M,TRUE,Bronx,10457
3025,May 22 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10455
3026,May 20 2016,Rottweiler,4,M,FALSE,Bronx,10461
3027,May 22 2016,Chihuahua,NA,U,FALSE,Bronx,NA
3028,May 22 2016,Rottweiler,6,M,FALSE,Bronx,10474
3029,May 21 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10463
3030,May 10 2016,Poodle,4,F,FALSE,Bronx,NA
3031,May 20 2016,American Pitbull Terrier,4,M,FALSE,Bronx,10457
3032,May 22 2016,Yorkshire Terrier,NA,U,FALSE,Bronx,10473
3033,May 24 2016,American Pitbull Terrier,9,M,FALSE,Bronx,10454
3034,May 20 2016,American Pitbull Terrier,NA,M,FALSE,Bronx,10468
3035,May 20 2016,American Staffordshire Terrier,5,M,FALSE,Bronx,10468
3036,May 24 2016,NA,NA,U,FALSE,Bronx,10453
3037,May 14 2016,Basset Hound,10,M,TRUE,Bronx,10471
3038,May 23 2016,NA,NA,U,FALSE,Bronx,NA
3039,May 24 2016,NA,NA,U,FALSE,Bronx,10462
3040,May 26 2016,American Pitbull Terrier,0.917,M,FALSE,Bronx,10456
3041,May 15 2016,Miniature Pinscher,NA,U,FALSE,Bronx,10474
3042,May 30 2016,Labrador Retriever,8,F,TRUE,Bronx,10466
3043,May 28 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10456
3044,May 30 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10460
3045,May 27 2016,NA,NA,U,FALSE,Bronx,NA
3046,May 29 2016,Maltese,10,F,FALSE,Bronx,10465
3047,May 26 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
3048,May 27 2016,NA,NA,U,FALSE,Bronx,10463
3049,May 30 2016,American Pitbull Terrier,9,M,FALSE,Bronx,10453
3050,May 28 2016,German Shepherd,2,M,FALSE,Bronx,10469
3051,May 27 2016,Boxer,2,M,FALSE,Bronx,10472
3052,June 01 2016,NA,NA,U,FALSE,Bronx,10456
3053,June 02 2016,Shih Tzu/ Poodle,2,M,FALSE,Bronx,10472
3054,June 06 2016,NA,5,M,FALSE,Bronx,10459
3055,June 05 2016,Shih Tzu,6,F,FALSE,Bronx,10469
3056,June 04 2016,Chihuahua,1,M,FALSE,Bronx,10453
3057,May 29 2016,NA,NA,U,FALSE,Bronx,10461
3058,May 16 2016,Chow Chow,NA,M,FALSE,Bronx,NA
3059,May 28 2016,Cocker Spaniel,NA,M,FALSE,Bronx,10473
3060,June 02 2016,NA,NA,U,FALSE,Bronx,NA
3061,June 06 2016,Pekingese,3,M,FALSE,Bronx,10462
3062,June 08 2016,Chihuahua,3,F,FALSE,Bronx,10467
3063,June 08 2016,Maltese,2,M,FALSE,Bronx,10463
3064,May 29 2016,American Pitbull Terrier,1,F,FALSE,Bronx,10461
3065,June 12 2016,German Shepherd,NA,M,FALSE,Bronx,10462
3066,June 10 2016,Shar-Pei, Chinese,NA,U,FALSE,Bronx,10462
3067,June 10 2016,American Pitbull Terrier,5,M,FALSE,Bronx,10467
3068,June 07 2016,Rottweiler,NA,U,FALSE,Bronx,10462
3069,June 13 2016,American Pitbull Terrier,4,M,FALSE,Bronx,10474
3070,June 11 2016,Poodle,6,M,FALSE,Bronx,10458
3071,June 07 2016,Siberian Husky,1,M,FALSE,Bronx,10469
3072,June 19 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10460
3073,June 19 2016,Terrier,NA,U,FALSE,Bronx,NA
3074,June 21 2016,Shih Tzu,NA,U,FALSE,Bronx,10460
3075,June 21 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10463
3076,June 21 2016,NA,NA,U,FALSE,Bronx,10474
3077,June 21 2016,NA,NA,U,FALSE,Bronx,NA
3078,June 23 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10457
3079,June 22 2016,German Shepherd,3,M,TRUE,Bronx,10465
3080,June 15 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
3081,June 26 2016,Chow Chow,NA,U,FALSE,Bronx,NA
3082,June 26 2016,Yorkshire Terrier,NA,U,FALSE,Bronx,NA
3083,June 13 2016,NA,NA,U,FALSE,Bronx,NA
3084,June 22 2016,American Pitbull Terrier,NA,F,FALSE,Bronx,10473
3085,June 25 2016,American Pitbull Terrier,2,M,FALSE,Bronx,10468
3086,May 27 2016,Cotton De Tulear,1,M,TRUE,Bronx,10471
3087,June 30 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10456
3088,June 22 2016,American Pitbull Terrier,1,M,FALSE,Bronx,10454
3089,June 29 2016,American Pitbull Terrier,1,M,FALSE,Bronx,10474
3090,July 03 2016,Rottweiler,0.75,F,FALSE,Bronx,10457
3091,July 02 2016,Colby Pit Bull,5,F,FALSE,Bronx,10469
3092,July 04 2016,American Pitbull Terrier,1,U,TRUE,Bronx,10454
3093,July 04 2016,NA,NA,U,FALSE,Bronx,NA
3094,July 05 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10454
3095,July 04 2016,American Pitbull Terrier,1,M,FALSE,Bronx,10467
3096,July 04 2016,Pit Bull/German Shephard,NA,M,FALSE,Bronx,10466
3097,July 06 2016,Belgian Malinois,3,M,TRUE,Bronx,10471
3098,July 10 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10468
3099,July 11 2016,NA,NA,U,FALSE,Bronx,10472
3100,July 02 2016,Dalmatian,5,F,TRUE,Bronx,10469
3101,July 08 2016,Miniature Pinscher,2,M,FALSE,Bronx,10457
3102,July 07 2016,Pit Bull Ter/Mix Wth Pink Nose,3,M,FALSE,Bronx,10458
3103,July 10 2016,NA,3,M,FALSE,Bronx,10467
3104,July 11 2016,American Pitbull Terrier,6,M,FALSE,Bronx,10458
3105,June 02 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10458
3106,June 10 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10462
3107,July 02 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10460
3108,July 01 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10463
3109,July 08 2016,NA,NA,U,FALSE,Bronx,10463
3110,July 11 2016,Sherphard Muskey Mix,11,M,FALSE,Bronx,NA
3111,July 13 2016,Lhasa Apso,12,M,FALSE,Bronx,10458
3112,July 14 2016,Siberian Husky,NA,U,FALSE,Bronx,NA
3113,July 09 2016,American Pitbull Terrier,NA,M,FALSE,Bronx,10459
3114,July 05 2016,American Pitbull Terrier,6,U,FALSE,Bronx,10459
3115,July 04 2016,NA,NA,U,FALSE,Bronx,10456
3116,June 19 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10467
3117,July 17 2016,Shih Tzu Mix,3,M,FALSE,Bronx,10457
3118,July 16 2016,Chihuahua,NA,U,FALSE,Bronx,10473
3119,July 15 2016,American Pitbull Terrier,3,F,FALSE,Bronx,10458
3120,July 18 2016,NA,NA,U,FALSE,Bronx,10458
3121,July 12 2016,NA,NA,U,FALSE,Bronx,10468
3122,July 18 2016,Poodle,4,M,FALSE,Bronx,10457
3123,July 18 2016,American Pitbull Terrier,NA,M,FALSE,Bronx,NA
3124,July 19 2016,Shih Tzu/ Maltese,2,F,FALSE,Bronx,10467
3125,July 19 2016,American Pitbull Terrier,1,F,TRUE,Bronx,10460
3126,July 20 2016,Chihuahua Mix,1,M,FALSE,Bronx,10458
3127,July 21 2016,Cocker Spaniel Mix,10,M,TRUE,Bronx,10464
3128,July 25 2016,NA,NA,U,FALSE,Bronx,10457
3129,July 22 2016,Chihuahua,3,M,FALSE,Bronx,10468
3130,July 23 2016,American Pitbull Terrier,4,M,FALSE,Bronx,10472
3131,July 16 2016,American Pitbull Terrier,0.271,M,FALSE,Bronx,10458
3132,July 24 2016,Jack Russell Terrier,1,F,FALSE,Bronx,10462
3133,July 16 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10456
3134,July 17 2016,German Shepherd,NA,U,FALSE,Bronx,10458
3135,July 25 2016,Jack Russell Terrier,7,M,TRUE,Bronx,10473
3136,July 27 2016,Poodle,NA,U,FALSE,Bronx,NA
3137,July 27 2016,Shih Tzu,NA,U,FALSE,Bronx,NA
3138,July 28 2016,NA,NA,U,FALSE,Bronx,10466
3139,July 27 2016,Poodle Mix,6,M,FALSE,Bronx,NA
3140,July 27 2016,Maltipoo,7,M,TRUE,Bronx,10472
3141,July 29 2016,Lab Mix,3,F,FALSE,Bronx,10453
3142,July 29 2016,NA,NA,U,FALSE,Bronx,10470
3143,July 29 2016,NA,NA,U,FALSE,Bronx,10472
3144,July 30 2016,NA,NA,U,FALSE,Bronx,10472
3145,July 30 2016,Poodle Mix,3,M,TRUE,Bronx,10475
3146,August 01 2016,Chihuahua,NA,F,FALSE,Bronx,10463
3147,August 01 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10461
3148,August 01 2016,Yorkshire Terrier,2,F,FALSE,Bronx,10459
3149,July 28 2016,Maltese,3,M,TRUE,Bronx,10459
3150,August 03 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10456
3151,August 03 2016,Shih Tzu/ Poodle,10,M,TRUE,Bronx,10467
3152,August 03 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10452
3153,August 03 2016,NA,NA,U,FALSE,Bronx,NA
3154,August 04 2016,Maltese,NA,U,FALSE,Bronx,10457
3155,August 04 2016,Shih Tzu,1,M,TRUE,Bronx,10475
3156,August 04 2016,NA,NA,U,FALSE,Bronx,NA
3157,August 07 2016,American Pitbull Terrier,9,M,TRUE,Bronx,10460
3158,August 06 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
3159,August 07 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10452
3160,August 06 2016,NA,NA,U,FALSE,Bronx,NA
3161,August 07 2016,Shih Tzu,NA,U,FALSE,Bronx,10468
3162,August 08 2016,NA,NA,U,FALSE,Bronx,NA
3163,August 08 2016,American Pitbull Terrier,3,M,TRUE,Bronx,10469
3164,July 05 2016,American Pitbull Terrier,2,F,TRUE,Bronx,10461
3165,August 02 2016,Rottweiler,NA,U,FALSE,Bronx,10470
3166,August 08 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10468
3167,August 11 2016,NA,NA,U,FALSE,Bronx,10461
3168,August 09 2016,NA,NA,U,FALSE,Bronx,NA
3169,August 11 2016,Rottweiler / Pit Bull,7,M,TRUE,Bronx,10466
3170,August 12 2016,NA,NA,U,FALSE,Bronx,NA
3171,August 16 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
3172,August 13 2016,NA,NA,U,FALSE,Bronx,10467
3173,August 15 2016,American Pitbull Terrier Mix,3,M,FALSE,Bronx,10451
3174,August 16 2016,NA,NA,U,FALSE,Bronx,NA
3175,July 08 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
3176,July 11 2016,Staffordshire Bull Terrier,3,M,TRUE,Bronx,NA
3177,August 18 2016,American Pitbull Terrier,3,M,FALSE,Bronx,10469
3178,August 18 2016,Maltese,3,M,FALSE,Bronx,10461
3179,January 04 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10466
3180,August 21 2016,Pit Bull Ter/Alaskan Husky,3,F,FALSE,Bronx,10472
3181,August 20 2016,American Pitbull Terrier,6,F,TRUE,Bronx,10453
3182,August 21 2016,Pit Bull Terr/Alaskan Husky,3,F,FALSE,Bronx,10472
3183,August 22 2016,Pit Bull Mix,16,M,FALSE,Bronx,10458
3184,August 23 2016,American Pitbull Terrier,5,M,FALSE,Bronx,10465
3185,August 24 2016,Chihuahua,4,F,TRUE,Bronx,10456
3186,August 24 2016,NA,NA,U,FALSE,Bronx,NA
3187,August 27 2016,American Pitbull Terrier,10,F,FALSE,Bronx,10462
3188,August 27 2016,NA,NA,U,FALSE,Bronx,NA
3189,August 29 2016,NA,NA,U,FALSE,Bronx,NA
3190,August 29 2016,Jack Russell Terrier,15,M,FALSE,Bronx,10465
3191,August 30 2016,NA,NA,U,FALSE,Bronx,NA
3192,August 27 2016,Akita,5,M,TRUE,Bronx,10475
3193,August 30 2016,American Pitbull Terrier,3,F,FALSE,Bronx,10456
3194,August 31 2016,NA,NA,U,FALSE,Bronx,10463
3195,August 31 2016,Shih Tzu,5,M,FALSE,Bronx,10472
3196,September 01 2016,Bulldog,NA,U,FALSE,Bronx,NA
3197,September 03 2016,Goat,NA,U,FALSE,Bronx,NA
3198,September 04 2016,NA,NA,U,FALSE,Bronx,10462
3199,September 05 2016,NA,NA,U,FALSE,Bronx,10460
3200,September 04 2016,American Pitbull Terrier,1.6,M,TRUE,Bronx,10464
3201,September 06 2016,Cane Corso,3,M,FALSE,Bronx,10473
3202,September 02 2016,Pit Bull Terrier,14,F,FALSE,Bronx,10466
3203,September 05 2016,Cocker Spaniel,2,F,FALSE,Bronx,10451
3204,September 07 2016,American Pitbull Terrier,2,F,FALSE,Bronx,10473
3205,September 04 2016,Chihuahua,0.417,M,FALSE,Bronx,10453
3206,September 06 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
3207,September 07 2016,NA,NA,U,FALSE,Bronx,NA
3208,September 09 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
3209,September 08 2016,King Shephard / Pit Bull Mix,3,M,FALSE,Bronx,10461
3210,September 08 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10452
3211,September 11 2016,Maltese/Yorkshire Terrier,1,M,FALSE,Bronx,10457
3212,September 10 2016,NA,NA,U,FALSE,Bronx,10454
3213,September 09 2016,American Pitbull Terrier,2,F,FALSE,Bronx,10458
3214,September 11 2016,Chihuahua,7,F,FALSE,Bronx,10458
3215,September 10 2016,Cocker Spaniel,4,M,FALSE,Bronx,10456
3216,September 09 2016,Yorkshire Terrier,7,M,TRUE,Bronx,10451
3217,September 12 2016,Newfoundland,5,F,FALSE,Bronx,10465
3218,September 12 2016,Shih Tzu/ Chihuahua Mix,6,M,TRUE,Bronx,10474
3219,September 12 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
3220,September 14 2016,Cocker Spaniel,NA,U,FALSE,Bronx,NA
3221,August 14 2016,NA,NA,U,FALSE,Bronx,10465
3222,September 07 2016,Chihuahua / Pomeranian Mix,3,F,TRUE,Bronx,10454
3223,September 14 2016,German Pionter,NA,M,FALSE,Bronx,10473
3224,September 15 2016,American Pitbull Terrier,1,M,FALSE,Bronx,10474
3225,September 17 2016,Dachshund/Jack Russ Terrier,3,M,FALSE,Bronx,10473
3226,September 18 2016,Yorkshire Terrier,0.167,M,FALSE,Bronx,10467
3227,September 20 2016,American Pitbull Terrier,8,M,FALSE,Bronx,10456
3228,September 20 2016,American Pitbull Terrier,4,M,TRUE,Bronx,10453
3229,September 21 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
3230,September 21 2016,Pomeranian,7,M,FALSE,Bronx,10452
3231,September 23 2016,Labrador Retriever,10,M,FALSE,Bronx,10460
3232,September 23 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10458
3233,September 23 2016,NA,NA,U,FALSE,Bronx,NA
3234,September 25 2016,Chihuahua,NA,U,FALSE,Bronx,NA
3235,September 25 2016,Chihuahua,NA,U,FALSE,Bronx,10467
3236,September 15 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10461
3237,September 12 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10460
3238,September 25 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10456
3239,September 25 2016,Poodle,7,M,FALSE,Bronx,10462
3240,September 10 2016,American Pitbull Terrier,10,F,FALSE,Bronx,10462
3241,September 17 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10459
3242,September 28 2016,American Pitbull Terrier,1,F,TRUE,Bronx,10452
3243,September 28 2016,Maltese Poodle,7,M,FALSE,Bronx,NA
3244,September 27 2016,American Pitbull Terrier,5,F,FALSE,Bronx,10468
3245,September 27 2016,American Pitbull Terrier,7,F,FALSE,Bronx,10468
3246,September 27 2016,Shih Tzu,1,M,FALSE,Bronx,10466
3247,September 29 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10457
3248,September 30 2016,American Pitbull Terrier,6,M,FALSE,Bronx,10458
3249,September 29 2016,Pit Bull/Bull Dog Mix,6,M,FALSE,Bronx,10467
3250,October 02 2016,American Pitbull Terrier,2,F,FALSE,Bronx,10473
3251,October 01 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10473
3252,October 03 2016,Pomeranian,7,M,TRUE,Bronx,10462
3253,October 01 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10466
3254,September 16 2016,German Shepherd,2,M,TRUE,Bronx,10465
3255,October 03 2016,American Pitbull Terrier,4,M,FALSE,Bronx,10459
3256,September 28 2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10454
3257,October 04 2016,NA,NA,U,FALSE,Bronx,10457
3258,September 25 2016,NA,NA,U,FALSE,Bronx,10456
