,Month,Day,Year,Breed,Age,Sex,Altered,Borough,Zipcode
1580,June,22,2016,NA,1,M,FALSE,Manhattan,NA
1581,June,17,2016,NA,NA,U,FALSE,Manhattan,NA
1582,June,24,2016,Unknown,NA,F,FALSE,Manhattan,10023
1583,June,28,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10027
1584,June,28,2016,NA,NA,U,FALSE,Manhattan,NA
1585,June,30,2016,Parson Russell Terrieer,4,F,TRUE,Manhattan,NA
1586,July,03,2016,American Pitbull Terrier Mix,2,F,FALSE,Manhattan,NA
1587,July,01,2016,American Pitbull Terrier,6,M,FALSE,Manhattan,10035
1588,July,01,2016,American Pitbull Terrier,6,M,FALSE,Manhattan,NA
1589,July,01,2016,American Pitbull Terrier,6,M,FALSE,Manhattan,10029
1590,July,01,2016,NA,NA,U,FALSE,Manhattan,10010
1591,July,04,2016,American Pitbull Terrier,6,M,TRUE,Manhattan,10016
1592,July,04,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
1593,June,26,2016,Unknown,4,M,TRUE,Manhattan,10031
1594,June,29,2016,NA,NA,U,FALSE,Manhattan,NA
1595,July,02,2016,West High White Terrier,5,M,TRUE,Manhattan,NA
1596,May,07,2016,Golden Retriever Mix,10,F,FALSE,Manhattan,10025
1597,July,09,2016,Labrador Retriever,10,M,FALSE,Manhattan,10065
1598,June,12,2016,Pomski,1,M,TRUE,Manhattan,10016
1599,July,01,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10029
1600,July,11,2016,Shepherd,0.271,F,TRUE,Manhattan,10016
1601,July,14,2016,Large Breed Mix,7,F,TRUE,Manhattan,10033
1602,July,12,2016,Shih Tzu,NA,U,FALSE,Manhattan,NA
1603,July,09,2016,Maltese,4,M,TRUE,Manhattan,10128
1604,July,12,2016,NA,10,U,FALSE,Manhattan,NA
1605,July,14,2016,Dachshund,1,M,TRUE,Manhattan,10024
1606,July,17,2016,Siberian Husky,NA,U,FALSE,Manhattan,NA
1607,July,14,2016,Shih Tzu,3,M,FALSE,Manhattan,10031
1608,July,15,2016,NA,NA,U,FALSE,Manhattan,10010
1609,July,13,2016,Chihuahua,3,M,TRUE,Manhattan,10023
1610,July,19,2016,NA,NA,U,FALSE,Manhattan,10128
1611,July,14,2016,Shih Tzu,NA,U,FALSE,Manhattan,10016
1612,July,10,2016,NA,NA,U,FALSE,Manhattan,10037
1613,July,11,2016,Pitbull/Boxer,NA,U,FALSE,Manhattan,10025
1614,July,18,2016,NA,NA,U,FALSE,Manhattan,10016
1615,July,20,2016,Unknown,2,M,TRUE,Manhattan,NA
1616,July,20,2016,Golden Doodle,NA,U,FALSE,Manhattan,10025
1617,June,28,2016,NA,NA,U,FALSE,Manhattan,10027
1618,July,19,2016,Rhodesian Ridgeback,1,F,TRUE,Manhattan,10016
1619,July,22,2016,Poodle,4,M,TRUE,Manhattan,10128
1620,July,27,2016,Chihuahua Mix,4,M,FALSE,Manhattan,10075
1621,July,23,2016,American Pitbull Terrier Mix,7,M,TRUE,Manhattan,10025
1622,July,22,2016,American Pitbull Terrier Mix,NA,U,FALSE,Manhattan,10001
1623,July,21,2016,Shih Tzu Mix,6,M,FALSE,Manhattan,10029
1624,July,03,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10031
1625,July,27,2016,NA,NA,U,FALSE,Manhattan,10012
1626,July,27,2016,Doberman Pinscher,8,M,FALSE,Manhattan,NA
1627,July,31,2016,Bichon Frise,7,F,TRUE,Manhattan,10025
1628,July,30,2016,Cocker Spaniel Mix,5,F,FALSE,Manhattan,10034
1629,July,27,2016,Doberman Pinscher,NA,U,FALSE,Manhattan,10035
1630,July,30,2016,Vizsla,5,M,TRUE,Manhattan,10021
1631,July,30,2016,Bulldog,NA,U,FALSE,Manhattan,10012
1632,July,26,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
1633,August,01,2016,Havanese,2,M,TRUE,Manhattan,10001
1634,August,02,2016,Shih Tzu,NA,U,FALSE,Manhattan,10033
1635,July,21,2016,American Pitbull Terrier,NA,F,FALSE,Manhattan,10027
1636,August,04,2016,Lab Mix,4,M,TRUE,Manhattan,10003
1637,July,30,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
1638,August,02,2016,NA,NA,U,FALSE,Manhattan,NA
1639,August,03,2016,American Pitbull Terrier,2,M,TRUE,Manhattan,10025
1640,July,30,2016,American Pitbull Terrier Mix,0.5,M,FALSE,Manhattan,10029
1641,August,03,2016,German Shepherd,2,F,TRUE,Manhattan,10011
1642,August,02,2016,Chihuahua,NA,U,FALSE,Manhattan,10025
1643,August,05,2016,English Bulldog,7,M,TRUE,Manhattan,10065
1644,August,05,2016,Unknown,6,M,TRUE,Manhattan,10065
1645,August,04,2016,Shih Tzu Mix,3,M,TRUE,Manhattan,10023
1646,August,02,2016,French Bulldog,9,M,FALSE,Manhattan,10024
1647,July,27,2016,NA,NA,U,FALSE,Manhattan,10022
1648,August,06,2016,Beagle/ Shephered,9,F,TRUE,Manhattan,NA
1649,August,06,2016,Unknown,NA,U,FALSE,Manhattan,10028
1650,August,08,2016,NA,NA,U,FALSE,Manhattan,NA
1651,August,05,2016,NA,NA,U,FALSE,Manhattan,NA
1652,August,05,2016,NA,NA,U,FALSE,Manhattan,10128
1653,August,04,2016,American Pitbull Terrier Mix,7,M,TRUE,Manhattan,10011
1654,August,08,2016,English Bulldog,4,M,TRUE,Manhattan,10024
1655,August,09,2016,Shih Tzu,2,M,FALSE,Manhattan,10033
1656,August,09,2016,Poodle Mix,3,F,TRUE,Manhattan,10029
1657,July,21,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10011
1658,August,06,2016,Unknown,4,F,TRUE,Manhattan,10019
1659,August,06,2016,Siberian Husky,0.271,F,FALSE,Manhattan,10017
1660,August,08,2016,French Bulldog,6,M,TRUE,Manhattan,10013
1661,August,07,2016,Labrador Retriever,0.271,M,FALSE,Manhattan,10001
1662,August,08,2016,Jack Russell Terrier,11,M,TRUE,Manhattan,10037
1663,August,10,2016,NA,NA,U,FALSE,Manhattan,NA
1664,August,08,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10029
1665,August,06,2016,NA,NA,U,FALSE,Manhattan,NA
1666,July,01,2016,NA,NA,U,FALSE,Manhattan,NA
1667,August,09,2016,NA,NA,U,FALSE,Manhattan,10069
1668,August,10,2016,Shih Tzu,10,M,TRUE,Manhattan,10025
1669,August,09,2016,Pug,NA,U,FALSE,Manhattan,10128
1670,August,11,2016,NA,NA,U,FALSE,Manhattan,NA
1671,July,31,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10027
1672,August,12,2016,American Pitbull Terrier,1,F,FALSE,Manhattan,10029
1673,August,15,2016,Husky,5,F,FALSE,Manhattan,10025
1674,August,15,2016,Bulldog,0.417,M,FALSE,Manhattan,10030
1675,August,12,2016,American Pitbull Terrier,0.2,M,FALSE,Manhattan,10029
1676,August,13,2016,NA,NA,U,FALSE,Manhattan,NA
1677,August,15,2016,Siberian Husky,0.667,M,FALSE,Manhattan,10029
1678,August,14,2016,Labrador Retriever,0.333,F,TRUE,Manhattan,10016
1679,August,16,2016,Silky Terrier,3,M,TRUE,Manhattan,10128
1680,August,15,2016,Terrier,NA,U,FALSE,Manhattan,10003
1681,August,13,2016,American Pitbull Terrier,6,M,FALSE,Manhattan,10031
1682,August,06,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10002
1683,May,11,2016,American Pitbull Terrier,1,U,FALSE,Manhattan,10023
1684,August,21,2016,Maltese,12,F,FALSE,Manhattan,10065
1685,July,07,2016,Labrador Retriever,NA,U,FALSE,Manhattan,NA
1686,August,11,2016,Terrier Mix,3,M,TRUE,Manhattan,10011
1687,August,23,2016,NA,NA,U,FALSE,Manhattan,10010
1688,August,23,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10002
1689,July,22,2016,NA,NA,U,FALSE,Manhattan,NA
1690,August,24,2016,American Pitbull Terrier,1,F,FALSE,Manhattan,10032
1691,August,24,2016,Doberman Doodle,2,M,TRUE,Manhattan,10024
1692,August,28,2016,Chihuahua,NA,U,FALSE,Manhattan,NA
1693,August,28,2016,German Shepherd,8,M,TRUE,Manhattan,10128
1694,August,24,2016,English Bulldog,6,M,TRUE,Manhattan,10003
1695,August,30,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
1696,August,22,2016,Maltese / Yorkshire,6,F,TRUE,Manhattan,10029
1697,August,27,2016,American Pitbull Terrier,10,M,TRUE,Manhattan,10016
1698,August,27,2016,Terrier,NA,U,FALSE,Manhattan,10036
1699,August,26,2016,NA,NA,U,FALSE,Manhattan,10009
1700,August,29,2016,Labrador Retriever,0.271,U,TRUE,Manhattan,NA
1701,August,25,2016,NA,NA,U,FALSE,Manhattan,NA
1702,September,05,2016,Maltese,1,M,TRUE,Manhattan,10028
1703,August,25,2016,Rottweiler,5,M,FALSE,Manhattan,10030
1704,September,05,2016,Unknown,NA,U,FALSE,Manhattan,10024
1705,August,31,2016,Poodle,5,M,TRUE,Manhattan,10029
1706,September,02,2016,Belgian Malinois,6,M,TRUE,Manhattan,10003
1707,September,03,2016,Unknown,3,F,FALSE,Manhattan,NA
1708,September,06,2016,Boston Terrier,1,M,TRUE,Manhattan,10003
1709,August,29,2016,NA,NA,U,FALSE,Manhattan,NA
1710,September,01,2016,NA,NA,U,FALSE,Manhattan,NA
1711,September,02,2016,Hound,NA,U,FALSE,Manhattan,10023
1712,September,03,2016,Feist,1,M,TRUE,Manhattan,10034
1713,August,18,2016,Morkie,9,M,TRUE,Manhattan,10065
1714,August,21,2016,Morkie,9,M,TRUE,Manhattan,10065
1715,August,30,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10027
1716,August,25,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10027
1717,August,18,2016,NA,NA,U,FALSE,Manhattan,10033
1718,September,07,2016,Chihuahua,NA,U,FALSE,Manhattan,NA
1719,September,09,2016,Unknown,NA,U,FALSE,Manhattan,NA
1720,September,10,2016,American Pitbull Terrier,3,M,FALSE,Manhattan,10039
1721,September,11,2016,NA,NA,U,FALSE,Manhattan,10003
1722,September,11,2016,Labradoodle,7,F,TRUE,Manhattan,10025
1723,September,11,2016,Maltese,6,M,FALSE,Manhattan,10038
1724,September,11,2016,NA,NA,U,FALSE,Manhattan,10002
1725,September,13,2016,Shih Tzu,NA,U,FALSE,Manhattan,NA
1726,September,02,2016,American Pitbull Terrier,2,F,TRUE,Manhattan,10036
1727,September,11,2016,NA,NA,U,FALSE,Manhattan,10029
1728,September,11,2016,NA,NA,U,FALSE,Manhattan,NA
1729,September,13,2016,Golden Retriever,3,M,TRUE,Manhattan,10025
1730,September,01,2016,NA,NA,U,FALSE,Manhattan,10027
1731,September,08,2016,German Shepherd,NA,U,FALSE,Manhattan,10024
1732,September,13,2016,American Pitbull Terrier,3,M,FALSE,Manhattan,NA
1733,September,13,2016,Dachshund,6,F,TRUE,Manhattan,10024
1734,September,05,2016,Beagle Mix,2,M,TRUE,Manhattan,10013
1735,August,09,2016,Jack Russell Mix,NA,U,FALSE,Manhattan,10025
1736,September,18,2016,Pit Bull X/ Pug,3,M,FALSE,Manhattan,10026
1737,September,14,2016,German Shepherd,7,M,TRUE,Manhattan,10013
1738,September,16,2016,Unknown,NA,U,FALSE,Manhattan,10019
1739,September,18,2016,Yorkshire Terrier Mix,6,M,TRUE,Manhattan,10011
1740,September,17,2016,Akita,NA,U,FALSE,Manhattan,NA
1741,September,22,2016,Nova Scotia Duck Tolling Retriever,4,M,TRUE,Manhattan,10013
1742,September,17,2016,American Pitbull Terrier Mix,3,M,FALSE,Manhattan,10009
1743,September,19,2016,American Pitbull Terrier,1,U,FALSE,Manhattan,10035
1744,September,22,2016,Beagle,NA,U,FALSE,Manhattan,10023
1745,September,25,2016,Rat Terrier,2,M,TRUE,Manhattan,NA
1746,September,25,2016,NA,NA,U,FALSE,Manhattan,NA
1747,September,24,2016,Shepherd,NA,U,FALSE,Manhattan,10019
1748,September,24,2016,NA,NA,U,FALSE,Manhattan,10002
1749,September,26,2016,Shepherd Mix,4,M,TRUE,Manhattan,10002
1750,September,27,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10128
1751,September,27,2016,Cocker Spaniel,NA,U,FALSE,Manhattan,10035
1752,September,28,2016,Border Collie,5,M,TRUE,Manhattan,10024
1753,September,25,2016,Rottweiler Mix,2,M,TRUE,Manhattan,10022
1754,September,19,2016,Unknown,NA,U,FALSE,Manhattan,NA
1755,September,29,2016,NA,NA,U,FALSE,Manhattan,10032
1756,September,29,2016,Unknown,NA,U,FALSE,Manhattan,10003
1757,October,03,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10038
1758,October,04,2016,NA,NA,U,FALSE,Manhattan,10022
1759,October,01,2016,Dachschund/ Jack Russell Terrier Mix,3,M,FALSE,Manhattan,10029
1760,October,03,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
1761,September,30,2016,Border Collie,14,M,TRUE,Manhattan,10280
1762,September,24,2016,Lab Mix,NA,U,FALSE,Manhattan,10023
1763,October,03,2016,NA,NA,U,FALSE,Manhattan,NA
1764,September,14,2016,American Pitbull Terrier,2,M,FALSE,Manhattan,10028
1765,October,04,2016,Yorkshire Terrier,8,M,TRUE,Manhattan,10026
1766,October,05,2016,French Bulldog,2,F,TRUE,Manhattan,NA
1767,October,06,2016,American Pitbull Terrier,2,M,FALSE,Manhattan,10033
1768,October,10,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10027
1769,October,08,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
1770,October,11,2016,Bichon Frise,2,M,TRUE,Manhattan,10023
1771,October,10,2016,American Pitbull Terrier Mix,1,M,FALSE,Manhattan,10002
1772,October,06,2016,American Staffordshire Terrier,4,F,TRUE,Manhattan,10002
1773,October,10,2016,NA,NA,U,FALSE,Manhattan,NA
1774,October,12,2016,English Bulldog,1,F,TRUE,Manhattan,10065
1775,October,09,2016,Staffordshire Bull Terrier,2,F,TRUE,Manhattan,10128
1776,October,12,2016,Shepherd,NA,U,FALSE,Manhattan,NA
1777,October,12,2016,NA,NA,U,FALSE,Manhattan,10003
1778,October,09,2016,NA,NA,U,FALSE,Manhattan,10011
1779,October,14,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10029
1780,October,12,2016,Shar-Pei, Chinese,2,M,TRUE,Manhattan,10016
1781,October,15,2016,Terrier,NA,U,FALSE,Manhattan,10019
1782,October,14,2016,Shepherd,NA,U,FALSE,Manhattan,NA
1783,October,18,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
1784,October,18,2016,NA,NA,U,FALSE,Manhattan,NA
1785,October,18,2016,NA,NA,U,FALSE,Manhattan,10005
1786,October,16,2016,American Pitbull Terrier Mix,4,M,TRUE,Manhattan,10025
1787,October,19,2016,American Pitbull Terrier Mix,3,M,TRUE,Manhattan,10029
1788,October,20,2016,Shih Tzu,NA,U,FALSE,Manhattan,10029
1789,October,18,2016,American Pitbull Terrier,NA,M,TRUE,Manhattan,NA
1790,October,20,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
1791,October,17,2016,White Point Griffon,5,M,TRUE,Manhattan,10029
1792,October,20,2016,Havanese,6,M,TRUE,Manhattan,10022
1793,October,21,2016,Rhodesian Ridgeback,5,F,TRUE,Manhattan,NA
1794,October,23,2016,Golden Doodle,7,M,TRUE,Manhattan,10025
1795,October,17,2016,Bulldog,NA,U,FALSE,Manhattan,10022
1796,October,23,2016,NA,NA,U,FALSE,Manhattan,NA
1797,October,21,2016,Golden Retriever,NA,U,FALSE,Manhattan,10038
1798,October,21,2016,NA,NA,U,FALSE,Manhattan,10031
1799,October,22,2016,American Pitbull Terrier,2,M,FALSE,Manhattan,10027
1800,October,23,2016,Pomsky,0.667,M,TRUE,Manhattan,10019
1801,October,22,2016,Poodle,1,M,FALSE,Manhattan,10065
1802,October,26,2016,English Bulldog,3,M,FALSE,Manhattan,10128
1803,October,28,2016,NA,NA,U,FALSE,Manhattan,NA
1804,August,30,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10024
1805,October,27,2016,Jack Russell Terrier,4,M,TRUE,Manhattan,NA
1806,October,17,2016,Golden Retriever,1,M,TRUE,Manhattan,NA
1807,October,26,2016,Pekingese,10,F,TRUE,Manhattan,10023
1808,October,29,2016,NA,NA,U,FALSE,Manhattan,NA
1809,October,28,2016,Bulldog,NA,U,FALSE,Manhattan,NA
1810,October,29,2016,American Pitbull Terrier,NA,M,FALSE,Manhattan,NA
1811,October,31,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10002
1812,October,31,2016,Shih Tzu,9,F,FALSE,Manhattan,10075
1813,November,01,2016,American Pitbull Terrier,3,M,FALSE,Manhattan,10003
1814,November,01,2016,American Pitbull Terrier,4,M,FALSE,Manhattan,10036
1815,October,27,2016,Shiba Inu,8,M,TRUE,Manhattan,10009
1816,November,01,2016,American Pitbull Terrier,0.583,F,FALSE,Manhattan,NA
1817,October,19,2016,American Pitbull Terrier Mix,NA,U,FALSE,Manhattan,10011
1818,November,03,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
1819,November,02,2016,NA,NA,U,FALSE,Manhattan,NA
1820,November,06,2016,Yorkshire Terrier,NA,U,FALSE,Manhattan,10038
1821,November,01,2016,NA,NA,U,FALSE,Manhattan,10023
1822,November,05,2016,Border Collie & Whippet Mix,1,F,TRUE,Manhattan,10023
1823,November,05,2016,Cocker Spaniel,3,M,TRUE,Manhattan,NA
1824,November,03,2016,American Pitbull Terrier,3,M,TRUE,Manhattan,10003
1825,November,10,2016,Terrier,NA,U,FALSE,Manhattan,10023
1826,November,12,2016,American Pitbull Terrier,6,F,FALSE,Manhattan,10039
1827,November,13,2016,American Pitbull Terrier Mix,10,M,TRUE,Manhattan,10028
1828,November,14,2016,Golden Retriever,NA,U,FALSE,Manhattan,NA
1829,November,08,2016,NA,NA,U,FALSE,Manhattan,10023
1830,November,08,2016,Havanese,2,M,TRUE,Manhattan,10128
1831,November,09,2016,NA,NA,U,FALSE,Manhattan,NA
1832,November,11,2016,NA,NA,U,FALSE,Manhattan,NA
1833,November,10,2016,NA,NA,U,FALSE,Manhattan,10021
1834,November,15,2016,English Bulldog,1,M,TRUE,Manhattan,10036
1835,November,18,2016,Puggle,6,M,TRUE,Manhattan,10065
1836,November,16,2016,Shih Tzu,8,F,TRUE,Manhattan,NA
1837,November,18,2016,Yorkshire Terrier,8,M,TRUE,Manhattan,10032
1838,November,06,2016,Boxer/ American Staffordshire,6,F,TRUE,Manhattan,10034
1839,November,21,2016,Labrador Retriever,NA,U,FALSE,Manhattan,10011
1840,November,20,2016,Unknown,11,M,TRUE,Manhattan,10065
1841,November,11,2016,American Pitbull Terrier,8,F,TRUE,Manhattan,10035
1842,November,18,2016,Lab Mix,4,M,TRUE,Manhattan,NA
1843,November,18,2016,Chihuahua,3,M,FALSE,Manhattan,NA
1844,November,21,2016,Yorkshire Terrier,2,M,FALSE,Manhattan,10029
1845,November,20,2016,Dachshund,7,M,TRUE,Manhattan,10019
1846,November,15,2016,Australian Shepherd,2,M,TRUE,Manhattan,10065
1847,November,19,2016,American Pitbull Terrier,0.167,F,FALSE,Manhattan,10128
1848,November,19,2016,NA,NA,U,FALSE,Manhattan,10025
1849,November,15,2016,Rhodesian Ridgeback,2,F,TRUE,Manhattan,10065
1850,September,29,2016,Chihuahua,NA,U,FALSE,Manhattan,10029
1851,November,24,2016,Corgi Mix,2,F,FALSE,Manhattan,10036
1852,November,24,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
1853,November,22,2016,Maltese,NA,U,FALSE,Manhattan,NA
1854,November,25,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10280
1855,November,19,2016,NA,NA,U,FALSE,Manhattan,NA
1856,November,18,2016,NA,NA,U,FALSE,Manhattan,10031
1857,November,26,2016,American Pitbull Terrier,1,M,FALSE,Manhattan,10031
1858,November,28,2016,Dachshund,NA,U,FALSE,Manhattan,10033
1859,November,28,2016,Labrador Retriever,0.271,M,TRUE,Manhattan,10016
1860,November,26,2016,Miniature Pinscher,15,M,FALSE,Manhattan,10022
1861,November,25,2016,Chihuahua,NA,U,FALSE,Manhattan,10033
1862,November,25,2016,Cocker Spaniel/ Toy Poodle,3,M,FALSE,Manhattan,10029
1863,December,01,2016,Staffordshire Bull Terrier,2,F,TRUE,Manhattan,NA
1864,November,28,2016,Bulldog,NA,U,FALSE,Manhattan,NA
1865,December,01,2016,NA,NA,U,FALSE,Manhattan,10037
1866,December,02,2016,NA,NA,U,FALSE,Manhattan,10013
1867,December,02,2016,American Pitbull Terrier Mix,5,M,FALSE,Manhattan,10030
1868,November,29,2016,French Bulldog,2,F,TRUE,Manhattan,10069
1869,December,02,2016,American Pitbull Terrier Mix,1,M,FALSE,Manhattan,10029
1870,December,03,2016,NA,NA,U,FALSE,Manhattan,10012
1871,November,25,2016,NA,NA,U,FALSE,Manhattan,NA
1872,November,28,2016,NA,NA,U,FALSE,Manhattan,NA
1873,November,24,2016,NA,NA,U,FALSE,Manhattan,NA
1874,December,05,2016,Japanese Chin/Spaniel,2,M,TRUE,Manhattan,10013
1875,November,28,2016,American Pitbull Terrier,NA,M,TRUE,Manhattan,NA
1876,December,07,2016,Dogo Argentino,1,M,TRUE,Manhattan,10065
1877,December,06,2016,American Pitbull Terrier Mix,5,M,TRUE,Manhattan,10039
1878,December,07,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10009
1879,December,08,2016,Shepherd,NA,U,FALSE,Manhattan,NA
1880,December,10,2016,Pit Bull Cattahula Mix,NA,U,FALSE,Manhattan,10024
1881,November,24,2016,Akita,NA,U,FALSE,Manhattan,NA
1882,December,03,2016,Cocker Spaniel,11,M,FALSE,Manhattan,10065
1883,December,10,2016,French Bulldog,NA,U,FALSE,Manhattan,10014
1884,December,13,2016,Unknown,NA,U,FALSE,Manhattan,NA
1885,December,14,2016,Boston Terrier,4,M,TRUE,Manhattan,10023
1886,December,14,2016,NA,NA,U,FALSE,Manhattan,NA
1887,December,15,2016,NA,NA,U,FALSE,Manhattan,NA
1888,December,17,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10027
1889,December,17,2016,Dalmatian,NA,U,FALSE,Manhattan,10035
1890,December,19,2016,NA,NA,U,FALSE,Manhattan,10009
1891,December,19,2016,Poodle,7,F,TRUE,Manhattan,10006
1892,December,14,2016,American Pitbull Terrier Mix,4,M,TRUE,Manhattan,10025
1893,December,21,2016,American Pitbull Terrier,0.75,F,FALSE,Manhattan,10030
1894,December,21,2016,Cocker Spaniel,2,M,TRUE,Manhattan,10025
1895,December,18,2016,Labrador Retriever,6,M,FALSE,Manhattan,10029
1896,December,20,2016,Boston Terrier,1,U,FALSE,Manhattan,10026
1897,December,14,2016,American Pitbull Terrier,1,U,FALSE,Manhattan,10031
1898,December,18,2016,American Pitbull Terrier,5,M,FALSE,Manhattan,10029
1899,December,23,2016,Golden Doodle,3,M,TRUE,Manhattan,10024
1900,December,23,2016,Maltipoo,7,M,TRUE,Manhattan,10003
1901,December,21,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10019
1902,December,21,2016,NA,NA,U,FALSE,Manhattan,10011
1903,December,12,2016,NA,NA,U,FALSE,Manhattan,NA
1904,December,25,2016,Shih Tzu,0.75,M,FALSE,Manhattan,10035
1905,December,25,2016,Cocker Spaniel,4,M,TRUE,Manhattan,NA
1906,December,23,2016,NA,NA,U,FALSE,Manhattan,NA
1907,December,24,2016,Shih Tzu,2,F,TRUE,Manhattan,NA
1908,December,26,2016,American Pitbull Terrier Mix,4,F,FALSE,Manhattan,10018
1909,December,27,2016,American Pitbull Terrier,3,F,TRUE,Manhattan,10029
1910,December,22,2016,American Pitbull Terrier,2,M,TRUE,Manhattan,10128
1911,December,23,2016,Boxer And Pit Bull Mix,5,M,TRUE,Manhattan,10025
1912,December,25,2016,Shih Tzu,3,M,FALSE,Manhattan,10033
1913,December,19,2016,Springer Spaniel Mix,NA,U,FALSE,Manhattan,NA
1914,December,23,2016,NA,NA,U,FALSE,Manhattan,10029
1915,December,27,2016,Shiba Inu,5,M,TRUE,Manhattan,10012
1916,December,15,2016,NA,NA,U,FALSE,Manhattan,10002
1917,December,24,2016,NA,NA,M,FALSE,Manhattan,10002
1918,December,31,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
1919,December,31,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10016
1920,December,30,2016,NA,NA,U,FALSE,Manhattan,NA
1921,December,13,2016,Basset Hound,9,M,FALSE,Manhattan,10065
1922,December,28,2016,American Pitbull Terrier Mix,4,M,FALSE,Manhattan,10035
1923,December,12,2016,American Pitbull Terrier,NA,U,FALSE,Manhattan,10026
1924,January,13,2016,American Pitbull Terrier,3,M,TRUE,Manhattan,10029
1925,December,16,2016,Belgian Malinois,7,M,FALSE,Manhattan,10001
1926,January,03,2016,American Pitbull Terrier Mix,NA,M,FALSE,Other,NA
1927,January,18,2016,English Springer Spaniel,NA,U,FALSE,Other,NA
1928,January,19,2016,Labradoodle,NA,U,FALSE,Other,11758
1929,January,22,2016,Lab Mix,13,F,TRUE,Other,10701
1930,January,05,2016,NA,NA,U,FALSE,Other,NA
1931,January,25,2016,NA,NA,U,FALSE,Other,10550
1932,January,31,2016,Lab Mix,3,F,FALSE,Other,10990
1933,February,18,2016,Boxer,6,F,FALSE,Other,NA
1934,March,13,2016,NA,NA,U,FALSE,Other,NA
1935,March,09,2016,American Pitbull Terrier,NA,U,FALSE,Other,NA
1936,March,15,2016,NA,NA,U,FALSE,Other,NA
1937,March,11,2016,NA,NA,U,FALSE,Other,NA
1938,February,29,2016,Labrador Retriever,NA,U,FALSE,Other,NA
1939,March,23,2016,Chihuahua Mix,1,M,TRUE,Other,7024
1940,March,20,2016,NA,NA,U,FALSE,Other,NA
1941,March,29,2016,Shih Tzu,6,M,FALSE,Other,NA
1942,April,11,2016,Shih Tzu,6,M,TRUE,Other,NA
1943,April,17,2016,NA,NA,U,FALSE,Other,NA
1944,April,23,2016,Rhodesian Ridgeback,4,F,FALSE,Other,20832
1945,April,30,2016,Australian Kelpie Mix,4,F,FALSE,Other,8106
1946,April,18,2016,American Pitbull Terrier Mix,2,M,TRUE,Other,8501
1947,April,26,2016,American Pitbull Terrier Mix,2,M,TRUE,Other,8501
1948,April,25,2016,NA,NA,U,FALSE,Other,11590
1949,May,08,2016,NA,NA,U,FALSE,Other,NA
1950,May,09,2016,NA,NA,U,FALSE,Other,NA
1951,May,13,2016,Lasah Apso/Poodle,9,M,TRUE,Other,10701
1952,May,14,2016,Maltese,2,M,TRUE,Other,11758
1953,May,08,2016,Unknown,NA,U,FALSE,Other,NA
1954,June,04,2016,Shih Tzu,7,M,TRUE,Other,10605
1955,May,30,2016,Shih Tzu,NA,U,FALSE,Other,NA
1956,June,06,2016,American Bulldog,5,M,FALSE,Other,7828
1957,June,07,2016,Lab Mix,NA,U,FALSE,Other,NA
1958,June,07,2016,German Shepherd,3,M,FALSE,Other,12601
1959,June,12,2016,Jack Russell Terrier,5,M,TRUE,Other,NA
1960,June,12,2016,NA,NA,U,FALSE,Other,NA
1961,June,13,2016,NA,NA,U,FALSE,Other,NA
1962,June,03,2016,Akita,10,M,FALSE,Other,12435
1963,May,29,2016,Dachshund,8,M,TRUE,Other,21043
1964,June,11,2016,NA,NA,U,FALSE,Other,NA
1965,June,18,2016,American Pitbull Terrier Mix,3,M,TRUE,Other,NA
1966,June,12,2016,Rottweiler,NA,M,FALSE,Other,11563
1967,June,18,2016,Labradoodle,8,F,TRUE,Other,NA
