,Month,Day,Year,Breed,Age,Sex,Altered,Borough,Zipcode
765,February,16,2016,Siberian Husky,3,M,FALSE,Bronx,10465
766,February,16,2016,American Pitbull Terrier,2,M,TRUE,Bronx,10465
767,February,18,2016,Aust Terrier/ Yorkie,5,M,TRUE,Bronx,10460
768,February,16,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10454
769,February,19,2016,Dachshund/ Chihuahua,3,M,TRUE,Bronx,10457
770,January,16,2016,American Pitbull Terrier,3,M,FALSE,Bronx,10475
771,February,14,2016,NA,NA,U,FALSE,Bronx,NA
772,February,20,2016,Siberian Husky,11,M,TRUE,Bronx,10461
773,February,22,2016,Terrier,NA,U,FALSE,Bronx,10464
774,February,19,2016,Shepherd,NA,U,FALSE,Bronx,NA
775,February,25,2016,Shar-Pei/Pit Bull,2,F,TRUE,Bronx,10454
776,February,23,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
777,February,26,2016,NA,NA,U,FALSE,Bronx,NA
778,February,17,2016,Rottweiler,2,M,FALSE,Bronx,10462
779,March,04,2016,Chow Chow,5,M,FALSE,Bronx,10473
780,March,04,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
781,March,02,2016,Doberman Pinscher,NA,U,FALSE,Bronx,10468
782,March,06,2016,NA,NA,U,FALSE,Bronx,10461
783,March,06,2016,American Pitbull Terrier,1,M,TRUE,Bronx,NA
784,March,01,2016,Standard Schnauzer,6,M,FALSE,Bronx,10461
785,March,07,2016,Yorkshire Terrier,5,M,FALSE,Bronx,NA
786,March,04,2016,Border Collie,0.583,M,TRUE,Bronx,NA
787,February,29,2016,Chihuahua/Pug X,5,M,FALSE,Bronx,10468
788,March,12,2016,NA,NA,U,FALSE,Bronx,NA
789,March,09,2016,NA,NA,U,FALSE,Bronx,10467
790,March,08,2016,Siberian Husky,NA,U,FALSE,Bronx,NA
791,January,28,2016,Shar-Pei, Chinese,1,F,FALSE,Bronx,10456
792,March,16,2016,Australian Sheep Dog,3,M,TRUE,Bronx,10461
793,March,19,2016,Chow Chow,NA,U,FALSE,Bronx,10458
794,March,13,2016,Chihuahua Mix,4,F,TRUE,Bronx,10458
795,March,19,2016,NA,NA,U,FALSE,Bronx,NA
796,March,18,2016,American Pitbull Terrier,1,M,FALSE,Bronx,10460
797,March,16,2016,Husky,NA,U,FALSE,Bronx,10462
798,March,10,2016,NA,2,M,FALSE,Bronx,NA
799,March,17,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10467
800,March,09,2016,American Pitbull Terrier,1,F,TRUE,Bronx,10468
801,March,22,2016,American Pitbull Terrier,5,F,FALSE,Bronx,10454
802,March,18,2016,Lab Mix,2,M,FALSE,Bronx,NA
803,March,22,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10472
804,March,23,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
805,March,19,2016,Staffordshire Bull Terrier,4,F,FALSE,Bronx,10466
806,March,22,2016,Lhasa Apso,7,M,TRUE,Bronx,10463
807,March,24,2016,Shih Tzu,3,M,FALSE,Bronx,10466
808,March,23,2016,American Pitbull Terrier,2,M,FALSE,Bronx,10457
809,March,26,2016,American Staffordshire Terrier,6,M,FALSE,Bronx,10454
810,March,23,2016,Staffordshire Bull Terrier,3,F,FALSE,Bronx,10469
811,March,29,2016,American Pitbull Terrier,1,M,FALSE,Bronx,10460
812,March,23,2016,Chihuahua Mix,2,M,TRUE,Bronx,NA
813,March,26,2016,American Pitbull Terrier,6,M,FALSE,Bronx,10454
814,March,26,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
815,March,25,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10468
816,March,28,2016,Poodle,NA,U,FALSE,Bronx,10468
817,March,28,2016,Chihuahua,3,F,FALSE,Bronx,10468
818,March,31,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10457
819,March,26,2016,Poodle,0.167,M,FALSE,Bronx,10463
820,March,30,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10456
821,March,21,2016,Lhasa Apso,2,M,FALSE,Bronx,10466
822,April,03,2016,American Pitbull Terrier,NA,F,TRUE,Bronx,10466
823,April,02,2016,Cocker Spaniel,4,M,TRUE,Bronx,10452
824,April,01,2016,NA,NA,U,FALSE,Bronx,10451
825,April,02,2016,Chihuahua,1,M,TRUE,Bronx,10462
826,April,02,2016,Shih Tzu,2,M,FALSE,Bronx,10457
827,April,01,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
828,April,07,2016,American Pitbull Terrier,1,F,FALSE,Bronx,10466
829,April,06,2016,NA,NA,U,FALSE,Bronx,10456
830,April,07,2016,Shih Tzu,NA,U,FALSE,Bronx,10462
831,April,03,2016,American Staffordshire Terrier,NA,M,TRUE,Bronx,10466
832,April,09,2016,Unknown,4,M,TRUE,Bronx,10462
833,April,02,2016,American Pitbull Terrier,4,M,TRUE,Bronx,10454
834,February,25,2016,American Pitbull Terrier,1,U,FALSE,Bronx,10467
835,March,03,2016,Bull Mastiff,4,M,TRUE,Bronx,10459
836,April,12,2016,Yorkshire Terrier,3,M,TRUE,Bronx,10461
837,April,12,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10457
838,April,14,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10462
839,April,16,2016,Silky Terrier,14,F,TRUE,Bronx,10465
840,April,17,2016,Shih Tzu,NA,U,FALSE,Bronx,NA
841,April,15,2016,American Pitbull Terrier,5,F,TRUE,Bronx,NA
842,April,17,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
843,April,16,2016,Yorkshire Terrier Mix,0.271,M,FALSE,Bronx,10453
844,April,16,2016,Chihuahua,7,M,TRUE,Bronx,10462
845,April,15,2016,American Pitbull Terrier,6,M,FALSE,Bronx,10460
846,April,18,2016,American Pitbull Terrier,3,U,TRUE,Bronx,10465
847,April,20,2016,NA,NA,U,FALSE,Bronx,NA
848,April,20,2016,American Pitbull Terrier,2,M,FALSE,Bronx,10452
849,April,20,2016,Chihuahua,5,M,TRUE,Bronx,NA
850,April,08,2016,American Pitbull Terrier,0.833,M,FALSE,Bronx,10407
851,April,23,2016,Unknown,NA,U,FALSE,Bronx,10466
852,April,23,2016,American Pitbull Terrier,1,M,TRUE,Bronx,NA
853,April,24,2016,American Pitbull Terrier,5,M,TRUE,Bronx,10463
854,April,22,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
855,April,24,2016,German Shepherd,4,M,TRUE,Bronx,10459
856,April,23,2016,Chihuahua,NA,U,FALSE,Bronx,10461
857,April,25,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
858,April,23,2016,NA,NA,U,FALSE,Bronx,10646
859,April,27,2016,American Pitbull Terrier,5,M,FALSE,Bronx,10465
860,April,28,2016,American Pitbull Terrier,3,M,FALSE,Bronx,10457
861,April,23,2016,Beagle,10,F,FALSE,Bronx,10451
862,April,29,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
863,April,28,2016,NA,NA,U,FALSE,Bronx,10468
864,April,20,2016,American Pitbull Terrier,1,M,FALSE,Bronx,10470
865,May,01,2016,Shih Tzu,8,M,FALSE,Bronx,10470
866,April,29,2016,NA,0.167,M,FALSE,Bronx,10456
867,April,30,2016,American Pitbull Terrier,3,M,FALSE,Bronx,NA
868,April,30,2016,American Pitbull Terrier,5,F,FALSE,Bronx,10456
869,May,01,2016,Australian Shepherd,NA,U,FALSE,Bronx,10452
870,April,28,2016,American Pitbull Terrier,3,F,FALSE,Bronx,10457
871,May,01,2016,Chihuahua,1,M,FALSE,Bronx,10468
872,April,28,2016,Yorkshire Terrier,6,M,TRUE,Bronx,10455
873,April,26,2016,French Poodle,2,M,TRUE,Bronx,10456
874,May,02,2016,Husky,0.5,M,TRUE,Bronx,10453
875,May,01,2016,Chihuahua,NA,U,FALSE,Bronx,NA
876,May,03,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10460
877,May,05,2016,Rottweiler,2,M,TRUE,Bronx,10465
878,May,04,2016,Lhasa Apso,6,M,TRUE,Bronx,NA
879,May,07,2016,NA,NA,U,FALSE,Bronx,10456
880,May,07,2016,American Pitbull Terrier,0.917,M,FALSE,Bronx,10458
881,May,05,2016,Boston Terrier,NA,U,FALSE,Bronx,10461
882,April,20,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10452
883,March,10,2016,NA,NA,U,FALSE,Bronx,10458
884,May,09,2016,American Pitbull Terrier,10,M,FALSE,Bronx,10451
885,April,23,2016,Rottweiler,NA,U,FALSE,Bronx,10459
886,May,08,2016,NA,NA,U,FALSE,Bronx,10468
887,May,09,2016,NA,NA,U,FALSE,Bronx,NA
888,May,08,2016,American Pitbull Terrier,3,M,TRUE,Bronx,10465
889,May,07,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
890,May,06,2016,NA,NA,U,FALSE,Bronx,NA
891,April,30,2016,American Pitbull Terrier,9,M,TRUE,Bronx,10467
892,April,30,2016,American Pitbull Terrier,1,M,TRUE,Bronx,10467
893,May,10,2016,NA,NA,U,FALSE,Bronx,NA
894,May,12,2016,Jack Russell Terrier,8,M,TRUE,Bronx,10461
895,May,07,2016,Yorkshire Terrier,NA,U,FALSE,Bronx,NA
896,May,12,2016,Bulldog,6,M,FALSE,Bronx,10469
897,May,08,2016,American Pitbull Terrier,2,M,TRUE,Bronx,10465
898,May,11,2016,Shih Tzu,9,F,FALSE,Bronx,10451
899,May,12,2016,Husky,NA,U,FALSE,Bronx,NA
900,May,14,2016,Unknown,NA,U,FALSE,Bronx,10460
901,May,13,2016,Chihuahua,NA,M,FALSE,Bronx,10453
902,May,16,2016,NA,NA,U,FALSE,Bronx,10457
903,May,08,2016,Cocker Spaniel,7,F,TRUE,Bronx,10472
904,May,18,2016,Chihuahua,NA,U,FALSE,Bronx,10458
905,May,18,2016,Shih Tzu,NA,U,FALSE,Bronx,NA
906,May,20,2016,American Pitbull Terrier,3,M,FALSE,Bronx,10467
907,May,22,2016,American Pitbull Terrier,3,M,FALSE,Bronx,10468
908,May,20,2016,American Pitbull Terrier,2,M,TRUE,Bronx,10457
909,May,22,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10455
910,May,20,2016,Rottweiler,4,M,FALSE,Bronx,10461
911,May,22,2016,Chihuahua,NA,U,FALSE,Bronx,NA
912,May,22,2016,Rottweiler,6,M,FALSE,Bronx,10474
913,May,21,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10463
914,May,10,2016,Poodle,4,F,FALSE,Bronx,NA
915,May,20,2016,American Pitbull Terrier,4,M,FALSE,Bronx,10457
916,May,22,2016,Yorkshire Terrier,NA,U,FALSE,Bronx,10473
917,May,24,2016,American Pitbull Terrier,9,M,FALSE,Bronx,10454
918,May,20,2016,American Pitbull Terrier,NA,M,FALSE,Bronx,10468
919,May,20,2016,American Staffordshire Terrier,5,M,FALSE,Bronx,10468
920,May,24,2016,NA,NA,U,FALSE,Bronx,10453
921,May,14,2016,Basset Hound,10,M,TRUE,Bronx,10471
922,May,23,2016,NA,NA,U,FALSE,Bronx,NA
923,May,24,2016,NA,NA,U,FALSE,Bronx,10462
924,May,26,2016,American Pitbull Terrier,0.917,M,FALSE,Bronx,10456
925,May,15,2016,Miniature Pinscher,NA,U,FALSE,Bronx,10474
926,May,30,2016,Labrador Retriever,8,F,TRUE,Bronx,10466
927,May,28,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10456
928,May,30,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10460
929,May,27,2016,NA,NA,U,FALSE,Bronx,NA
930,May,29,2016,Maltese,10,F,FALSE,Bronx,10465
931,May,26,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
932,May,27,2016,Unknown,NA,U,FALSE,Bronx,10463
933,May,30,2016,American Pitbull Terrier,9,M,FALSE,Bronx,10453
934,May,28,2016,German Shepherd,2,M,FALSE,Bronx,10469
935,May,27,2016,Boxer,2,M,FALSE,Bronx,10472
936,June,01,2016,Unknown,NA,U,FALSE,Bronx,10456
937,June,02,2016,Shih Tzu Mix,2,M,FALSE,Bronx,10472
938,June,06,2016,Unknown,5,M,FALSE,Bronx,10459
939,June,05,2016,Shih Tzu,6,F,FALSE,Bronx,10469
940,June,04,2016,Chihuahua,1,M,FALSE,Bronx,10453
941,May,29,2016,NA,NA,U,FALSE,Bronx,10461
942,May,16,2016,Chow Chow,NA,M,FALSE,Bronx,NA
943,May,28,2016,Cocker Spaniel,NA,M,FALSE,Bronx,10473
944,June,02,2016,NA,NA,U,FALSE,Bronx,NA
945,June,06,2016,Pekingese,3,M,FALSE,Bronx,10462
946,June,08,2016,Chihuahua,3,F,FALSE,Bronx,10467
947,June,08,2016,Maltese,2,M,FALSE,Bronx,10463
948,May,29,2016,American Pitbull Terrier,1,F,FALSE,Bronx,10461
949,June,12,2016,German Shepherd,NA,M,FALSE,Bronx,10462
950,June,10,2016,Shar-Pei, Chinese,NA,U,FALSE,Bronx,10462
951,June,10,2016,American Pitbull Terrier,5,M,FALSE,Bronx,10467
952,June,07,2016,Rottweiler,NA,U,FALSE,Bronx,10462
953,June,13,2016,American Pitbull Terrier,4,M,FALSE,Bronx,10474
954,June,11,2016,Poodle,6,M,FALSE,Bronx,10458
955,June,07,2016,Siberian Husky,1,M,FALSE,Bronx,10469
956,June,19,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10460
957,June,19,2016,Terrier,NA,U,FALSE,Bronx,NA
958,June,21,2016,Shih Tzu,NA,U,FALSE,Bronx,10460
959,June,21,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10463
960,June,21,2016,NA,NA,U,FALSE,Bronx,10474
961,June,21,2016,NA,NA,U,FALSE,Bronx,NA
962,June,23,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10457
963,June,22,2016,German Shepherd,3,M,TRUE,Bronx,10465
964,June,15,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
965,June,26,2016,Chow Chow,NA,U,FALSE,Bronx,NA
966,June,26,2016,Yorkshire Terrier,NA,U,FALSE,Bronx,NA
967,June,13,2016,NA,NA,U,FALSE,Bronx,NA
968,June,22,2016,American Pitbull Terrier,NA,F,FALSE,Bronx,10473
969,June,25,2016,American Pitbull Terrier,2,M,FALSE,Bronx,10468
970,May,27,2016,Coton De Tulear,1,M,TRUE,Bronx,10471
971,June,30,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10456
972,June,22,2016,American Pitbull Terrier,1,M,FALSE,Bronx,10454
973,June,29,2016,American Pitbull Terrier,1,M,FALSE,Bronx,10474
974,July,03,2016,Rottweiler,0.75,F,FALSE,Bronx,10457
975,July,02,2016,Colby Pit Bull,5,F,FALSE,Bronx,10469
976,July,04,2016,American Pitbull Terrier,1,U,TRUE,Bronx,10454
977,July,04,2016,NA,NA,U,FALSE,Bronx,NA
978,July,05,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10454
979,July,04,2016,American Pitbull Terrier,1,M,FALSE,Bronx,10467
980,July,04,2016,Pit Bull/German Shephard,NA,M,FALSE,Bronx,10466
981,July,06,2016,Belgian Malinois,3,M,TRUE,Bronx,10471
982,July,10,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10468
983,July,11,2016,NA,NA,U,FALSE,Bronx,10472
984,July,02,2016,Dalmatian,5,F,TRUE,Bronx,10469
985,July,08,2016,Miniature Pinscher,2,M,FALSE,Bronx,10457
986,July,07,2016,Pit Bull Ter/Mix Wth Pink Nose,3,M,FALSE,Bronx,10458
987,July,10,2016,Unknown,3,M,FALSE,Bronx,10467
988,July,11,2016,American Pitbull Terrier,6,M,FALSE,Bronx,10458
989,June,02,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10458
990,June,10,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10462
991,July,02,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10460
992,July,01,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10463
993,July,08,2016,NA,NA,U,FALSE,Bronx,10463
994,July,11,2016,Sherphard Muskey Mix,11,M,FALSE,Bronx,NA
995,July,13,2016,Lhasa Apso,12,M,FALSE,Bronx,10458
996,July,14,2016,Siberian Husky,NA,U,FALSE,Bronx,NA
997,July,09,2016,American Pitbull Terrier,NA,M,FALSE,Bronx,10459
998,July,05,2016,American Pitbull Terrier,6,U,FALSE,Bronx,10459
999,July,04,2016,NA,NA,U,FALSE,Bronx,10456
1000,June,19,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10467
1001,July,17,2016,Shih Tzu Mix,3,M,FALSE,Bronx,10457
1002,July,16,2016,Chihuahua,NA,U,FALSE,Bronx,10473
1003,July,15,2016,American Pitbull Terrier,3,F,FALSE,Bronx,10458
1004,July,18,2016,NA,NA,U,FALSE,Bronx,10458
1005,July,12,2016,NA,NA,U,FALSE,Bronx,10468
1006,July,18,2016,Poodle,4,M,FALSE,Bronx,10457
1007,July,18,2016,American Pitbull Terrier,NA,M,FALSE,Bronx,NA
1008,July,19,2016,Shih Tzu Mix,2,F,FALSE,Bronx,10467
1009,July,19,2016,American Pitbull Terrier,1,F,TRUE,Bronx,10460
1010,July,20,2016,Chihuahua Mix,1,M,FALSE,Bronx,10458
1011,July,21,2016,Cocker Spaniel Mix,10,M,TRUE,Bronx,10464
1012,July,25,2016,NA,NA,U,FALSE,Bronx,10457
1013,July,22,2016,Chihuahua,3,M,FALSE,Bronx,10468
1014,July,23,2016,American Pitbull Terrier,4,M,FALSE,Bronx,10472
1015,July,16,2016,American Pitbull Terrier,0.271,M,FALSE,Bronx,10458
1016,July,24,2016,Jack Russell Terrier,1,F,FALSE,Bronx,10462
1017,July,16,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10456
1018,July,17,2016,German Shepherd,NA,U,FALSE,Bronx,10458
1019,July,25,2016,Jack Russell Terrier,7,M,TRUE,Bronx,10473
1020,July,27,2016,Poodle,NA,U,FALSE,Bronx,NA
1021,July,27,2016,Shih Tzu,NA,U,FALSE,Bronx,NA
1022,July,28,2016,Unknown,NA,U,FALSE,Bronx,10466
1023,July,27,2016,Poodle Mix,6,M,FALSE,Bronx,NA
1024,July,27,2016,Maltipoo,7,M,TRUE,Bronx,10472
1025,July,29,2016,Lab Mix,3,F,FALSE,Bronx,10453
1026,July,29,2016,NA,NA,U,FALSE,Bronx,10470
1027,July,29,2016,NA,NA,U,FALSE,Bronx,10472
1028,July,30,2016,NA,NA,U,FALSE,Bronx,10472
1029,July,30,2016,Poodle Mix,3,M,TRUE,Bronx,10475
1030,August,01,2016,Chihuahua,NA,F,FALSE,Bronx,10463
1031,August,01,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10461
1032,August,01,2016,Yorkshire Terrier,2,F,FALSE,Bronx,10459
1033,July,28,2016,Maltese,3,M,TRUE,Bronx,10459
1034,August,03,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10456
1035,August,03,2016,Shih Tzu Mix,10,M,TRUE,Bronx,10467
1036,August,03,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10452
1037,August,03,2016,NA,NA,U,FALSE,Bronx,NA
1038,August,04,2016,Maltese,NA,U,FALSE,Bronx,10457
1039,August,04,2016,Shih Tzu,1,M,TRUE,Bronx,10475
1040,August,04,2016,Unknown,NA,U,FALSE,Bronx,NA
1041,August,07,2016,American Pitbull Terrier,9,M,TRUE,Bronx,10460
1042,August,06,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
1043,August,07,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10452
1044,August,06,2016,NA,NA,U,FALSE,Bronx,NA
1045,August,07,2016,Shih Tzu,NA,U,FALSE,Bronx,10468
1046,August,08,2016,NA,NA,U,FALSE,Bronx,NA
1047,August,08,2016,American Pitbull Terrier,3,M,TRUE,Bronx,10469
1048,July,05,2016,American Pitbull Terrier,2,F,TRUE,Bronx,10461
1049,August,02,2016,Rottweiler,NA,U,FALSE,Bronx,10470
1050,August,08,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10468
1051,August,11,2016,NA,NA,U,FALSE,Bronx,10461
1052,August,09,2016,NA,NA,U,FALSE,Bronx,NA
1053,August,11,2016,Rottweiler / Pit Bull,7,M,TRUE,Bronx,10466
1054,August,12,2016,NA,NA,U,FALSE,Bronx,NA
1055,August,16,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
1056,August,13,2016,NA,NA,U,FALSE,Bronx,10467
1057,August,15,2016,American Pitbull Terrier Mix,3,M,FALSE,Bronx,10451
1058,August,16,2016,NA,NA,U,FALSE,Bronx,NA
1059,July,08,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
1060,July,11,2016,Staffordshire Bull Terrier,3,M,TRUE,Bronx,NA
1061,August,18,2016,American Pitbull Terrier,3,M,FALSE,Bronx,10469
1062,August,18,2016,Maltese,3,M,FALSE,Bronx,10461
1063,January,04,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10466
1064,August,21,2016,American Pitbull Terrier Mix,3,F,FALSE,Bronx,10472
1065,August,20,2016,American Pitbull Terrier,6,F,TRUE,Bronx,10453
1066,August,21,2016,American Pitbull Terrier Mix,3,F,FALSE,Bronx,10472
1067,August,22,2016,American Pitbull Terrier Mix,16,M,FALSE,Bronx,10458
1068,August,23,2016,American Pitbull Terrier,5,M,FALSE,Bronx,10465
1069,August,24,2016,Chihuahua,4,F,TRUE,Bronx,10456
1070,August,24,2016,NA,NA,U,FALSE,Bronx,NA
1071,August,27,2016,American Pitbull Terrier,10,F,FALSE,Bronx,10462
1072,August,27,2016,NA,NA,U,FALSE,Bronx,NA
1073,August,29,2016,NA,NA,U,FALSE,Bronx,NA
1074,August,29,2016,Jack Russell Terrier,15,M,FALSE,Bronx,10465
1075,August,30,2016,NA,NA,U,FALSE,Bronx,NA
1076,August,27,2016,Akita,5,M,TRUE,Bronx,10475
1077,August,30,2016,American Pitbull Terrier,3,F,FALSE,Bronx,10456
1078,August,31,2016,NA,NA,U,FALSE,Bronx,10463
1079,August,31,2016,Shih Tzu,5,M,FALSE,Bronx,10472
1080,September,01,2016,Bulldog,NA,U,FALSE,Bronx,NA
1081,September,03,2016,Goat,NA,U,FALSE,Bronx,NA
1082,September,04,2016,NA,NA,U,FALSE,Bronx,10462
1083,September,05,2016,NA,NA,U,FALSE,Bronx,10460
1084,September,04,2016,American Pitbull Terrier,1.6,M,TRUE,Bronx,10464
1085,September,06,2016,Cane Corso,3,M,FALSE,Bronx,10473
1086,September,02,2016,American Pitbull Terrier,14,F,FALSE,Bronx,10466
1087,September,05,2016,Cocker Spaniel,2,F,FALSE,Bronx,10451
1088,September,07,2016,American Pitbull Terrier,2,F,FALSE,Bronx,10473
1089,September,04,2016,Chihuahua,0.417,M,FALSE,Bronx,10453
1090,September,06,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
1091,September,07,2016,NA,NA,U,FALSE,Bronx,NA
1092,September,09,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
1093,September,08,2016,King Shephard / Pit Bull Mix,3,M,FALSE,Bronx,10461
1094,September,08,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10452
1095,September,11,2016,Morkie,1,M,FALSE,Bronx,10457
1096,September,10,2016,NA,NA,U,FALSE,Bronx,10454
1097,September,09,2016,American Pitbull Terrier,2,F,FALSE,Bronx,10458
1098,September,11,2016,Chihuahua,7,F,FALSE,Bronx,10458
1099,September,10,2016,Cocker Spaniel,4,M,FALSE,Bronx,10456
1100,September,09,2016,Yorkshire Terrier,7,M,TRUE,Bronx,10451
1101,September,12,2016,Newfoundland,5,F,FALSE,Bronx,10465
1102,September,12,2016,Shih Tzu Mix,6,M,TRUE,Bronx,10474
1103,September,12,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
1104,September,14,2016,Cocker Spaniel,NA,U,FALSE,Bronx,NA
1105,August,14,2016,NA,NA,U,FALSE,Bronx,10465
1106,September,07,2016,Chihuahua / Pomeranian Mix,3,F,TRUE,Bronx,10454
1107,September,14,2016,German Pionter,NA,M,FALSE,Bronx,10473
1108,September,15,2016,American Pitbull Terrier,1,M,FALSE,Bronx,10474
1109,September,17,2016,Dachshund/Jack Russ Terrier,3,M,FALSE,Bronx,10473
1110,September,18,2016,Yorkshire Terrier,0.167,M,FALSE,Bronx,10467
1111,September,20,2016,American Pitbull Terrier,8,M,FALSE,Bronx,10456
1112,September,20,2016,American Pitbull Terrier,4,M,TRUE,Bronx,10453
1113,September,21,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,NA
1114,September,21,2016,Pomeranian,7,M,FALSE,Bronx,10452
1115,September,23,2016,Labrador Retriever,10,M,FALSE,Bronx,10460
1116,September,23,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10458
1117,September,23,2016,NA,NA,U,FALSE,Bronx,NA
1118,September,25,2016,Chihuahua,NA,U,FALSE,Bronx,NA
1119,September,25,2016,Chihuahua,NA,U,FALSE,Bronx,10467
1120,September,15,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10461
1121,September,12,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10460
1122,September,25,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10456
1123,September,25,2016,Poodle,7,M,FALSE,Bronx,10462
1124,September,10,2016,American Pitbull Terrier,10,F,FALSE,Bronx,10462
1125,September,17,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10459
1126,September,28,2016,American Pitbull Terrier,1,F,TRUE,Bronx,10452
1127,September,28,2016,Maltese Mix,7,M,FALSE,Bronx,NA
1128,September,27,2016,American Pitbull Terrier,5,F,FALSE,Bronx,10468
1129,September,27,2016,American Pitbull Terrier,7,F,FALSE,Bronx,10468
1130,September,27,2016,Shih Tzu,1,M,FALSE,Bronx,10466
1131,September,29,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10457
1132,September,30,2016,American Pitbull Terrier,6,M,FALSE,Bronx,10458
1133,September,29,2016,Pit Bull/Bull Dog Mix,6,M,FALSE,Bronx,10467
1134,October,02,2016,American Pitbull Terrier,2,F,FALSE,Bronx,10473
1135,October,01,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10473
1136,October,03,2016,Pomeranian,7,M,TRUE,Bronx,10462
1137,October,01,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10466
1138,September,16,2016,German Shepherd,2,M,TRUE,Bronx,10465
1139,October,03,2016,American Pitbull Terrier,4,M,FALSE,Bronx,10459
1140,September,28,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10454
1141,October,04,2016,NA,NA,U,FALSE,Bronx,10457
1142,September,25,2016,NA,NA,U,FALSE,Bronx,10456
1143,October,07,2016,English Bull Dog,4,F,FALSE,Bronx,10451
1144,October,09,2016,Rottweiler,4,F,FALSE,Bronx,10457
1145,October,09,2016,American Pitbull Terrier,NA,U,FALSE,Bronx,10475
1146,October,07,2016,Shih Tzu Mix,1,F,TRUE,Bronx,10453
1147,October,06,2016,Chihuahua,NA,U,FALSE,Bronx,NA
1148,October,07,2016,Yorkshire Terrier Mix,0.333,M,FALSE,Bronx,10457
1149,October,10,2016,NA,NA,U,FALSE,Bronx,NA
1150,October,09,2016,NA,NA,U,FALSE,Bronx,NA
1151,October,08,2016,Yorkshire Terrier,NA,U,FALSE,Bronx,10455
1152,October,11,2016,Chihuahua,NA,U,FALSE,Bronx,10453
1153,October,16,2016,Unknown,1,M,FALSE,Bronx,10456
1154,October,14,2016,American Pitbull Terrier,NA,F,FALSE,Bronx,10467
1155,October,08,2016,Rottweiler,NA,U,FALSE,Bronx,10472
1156,October,08,2016,Red Nose Pit Bull,1,F,FALSE,Bronx,10472
1157,October,17,2016,American Pitbull Terrier,1,M,FALSE,Bronx,NA
